"","experiment","method","missingness","noise","iteration","dir","file_name","median_r2","mean_r2","sd_r2","n_genes","n_methylation","n_cnv","n_edges","n_intra_edges","n_inter_edges","edge_density","clustering","betweenness_t200","time","recall_reference","precision_reference","f1_score_reference","fp_reference","fn_reference","tp_reference","r2mw.p.value_reference","recall_stability","precision_stability","f1_score_stability","fp_stability","fn_stability","tp_stability","r2mw.p.value_stability"
"2","mor","bdcoco_lasso_mor","0","0","1","/home/icb/juan.henao/lasso_benchmark/2203_update_data/2203_raw_data/","bdcoco_lasso_mor_experiment_noise_0_missing_0_iteration_1.csv","0.270193535348875","0.310061525328267","0.168784637586653","2027","99","60","6403","4273","2130","0.00133809639643932","0.0228683095650098",NA,NA,"1","1","1","0","0","6403","0.499999046403769","0.747635032041501","0.761579110972956","0.754542654758238","1534","1654","4900","6.40404740756123e-126"
"6","mor","bdcoco_lasso_mor","0","0","2","/home/icb/juan.henao/lasso_benchmark/2203_update_data/2203_raw_data/","bdcoco_lasso_mor_experiment_noise_0_missing_0_iteration_2.csv","0.270193535348875","0.310061525328267","0.168784637586653","2027","99","60","6403","4273","2130","0.00133809639643932","0.0228683095650098",NA,NA,"1","1","1","0","0","6403","0.499999046403769","0.747635032041501","0.761579110972956","0.754542654758238","1534","1654","4900","6.40404740756123e-126"
"10","mor","bdcoco_lasso_mor","0","0","3","/home/icb/juan.henao/lasso_benchmark/2203_update_data/2203_raw_data/","bdcoco_lasso_mor_experiment_noise_0_missing_0_iteration_3.csv","0.270193535348875","0.310061525328267","0.168784637586653","2027","99","60","6403","4273","2130","0.00133809639643932","0.0228683095650098",NA,NA,"1","1","1","0","0","6403","0.499999046403769","0.747635032041501","0.761579110972956","0.754542654758238","1534","1654","4900","6.40404740756123e-126"
"16","mor","bdcoco_lasso_mor","0","0","4","/home/icb/juan.henao/lasso_benchmark/2203_update_data/2203_raw_data/","bdcoco_lasso_mor_experiment_noise_0_missing_0_iteration_4.csv","0.270193535348875","0.310061525328267","0.168784637586653","2027","99","60","6403","4273","2130","0.00133809639643932","0.0228683095650098",NA,NA,"1","1","1","0","0","6403","0.499999046403769","0.747635032041501","0.761579110972956","0.754542654758238","1534","1654","4900","6.40404740756123e-126"
"22","mor","bdcoco_lasso_mor","0","0","5","/home/icb/juan.henao/lasso_benchmark/2203_update_data/2203_raw_data/","bdcoco_lasso_mor_experiment_noise_0_missing_0_iteration_5.csv","0.270193535348875","0.310061525328267","0.168784637586653","2027","99","60","6403","4273","2130","0.00133809639643932","0.0228683095650098",NA,NA,"1","1","1","0","0","6403","0.499999046403769","0.747635032041501","0.761579110972956","0.754542654758238","1534","1654","4900","6.40404740756123e-126"
"21","mor","bdcoco_lasso_mor","0.1","0","1","/home/icb/juan.henao/lasso_benchmark/2203_update_data/2203_raw_data/","bdcoco_lasso_mor_experiment_noise_0_missing_0.1_iteration_1.csv","0.275226156307103","0.313520204476251","0.168133225404203","2006","103","60","6250","4154","2096","0.00132666252040407","0.0226000348912819",NA,NA,"0.899734499453381","0.921907505200832","0.91068605754031","488","642","5761","0.0503563258466316","0.730088495575221","0.761457670273711","0.745443215454121","1499","1769","4785","8.61066612260922e-146"
"7","mor","bdcoco_lasso_mor","0.1","0","2","/home/icb/juan.henao/lasso_benchmark/2203_update_data/2203_raw_data/","bdcoco_lasso_mor_experiment_noise_0_missing_0.1_iteration_2.csv","0.274403195729349","0.313020562344893","0.168858895734221","2025","96","59","6190","4155","2035","0.0013007092752969","0.0239990213292651",NA,NA,"0.896923317195065","0.927786752827141","0.912094020487572","447","660","5743","0.0978144378884426","0.731919438510833","0.770478637969804","0.750704225352113","1429","1757","4797","3.59379033994686e-142"
"11","mor","bdcoco_lasso_mor","0.1","0","3","/home/icb/juan.henao/lasso_benchmark/2203_update_data/2203_raw_data/","bdcoco_lasso_mor_experiment_noise_0_missing_0.1_iteration_3.csv","0.271202069281286","0.313659820895676","0.166435336620594","2000","95","60","6156","4099","2057","0.00132373090847162","0.0229690438354834",NA,NA,"0.890676245509917","0.926563769293258","0.908265647396082","452","700","5703","0.0258972380958381","0.727342081171803","0.770113085621971","0.748116760828625","1423","1787","4767","5.98244653426666e-147"
"17","mor","bdcoco_lasso_mor","0.1","0","4","/home/icb/juan.henao/lasso_benchmark/2203_update_data/2203_raw_data/","bdcoco_lasso_mor_experiment_noise_0_missing_0.1_iteration_4.csv","0.266872131793503","0.311416131017317","0.169062110867928","2004","94","60","6245","4174","2071","0.00133914020551353","0.0234171255935567",NA,NA,"0.906137747930657","0.929212043561819","0.917529848976042","442","601","5802","0.254640894071898","0.73344522429051","0.76605577689243","0.749395899914257","1468","1747","4807","7.57021433107206e-132"
"23","mor","bdcoco_lasso_mor","0.1","0","5","/home/icb/juan.henao/lasso_benchmark/2203_update_data/2203_raw_data/","bdcoco_lasso_mor_experiment_noise_0_missing_0.1_iteration_5.csv","0.277576259929448","0.312982724875668","0.166447880283269","2005","94","58","6092","4067","2025","0.00130754249405789","0.0235151923862352",NA,NA,"0.878338278931751","0.923481116584565","0.900344192747939","466","779","5624","0.0544141540581357","0.721544095209033","0.772333823289237","0.746075569929794","1394","1825","4729","3.51804721591036e-143"
